index,titulo,resumo,URL
10,#NÃO É BEM ASSIM: Nem todo acompanhante de passageiro com TEA ou diabetes tem desconto de 80% na passagem aérea,posts acertam na descrição de como obter desconto junto a companhias mas erram ao dizer que benefício é obrigatório em todos os casos envolvendo pessoas com diabetes ou transtorno do espectro autista pedidos precisam ser investigados caso a caso diz anac,https://g1.globo.com/fato-ou-fake/noticia/2025/02/13/nao-e-bem-assim-nem-todo-acompanhante-de-passageiro-com-tea-ou-diabetes-tem-desconto-de-80percent-na-passagem-aerea.ghtml
11,É #FAKE que vinagre de álcool é recomendado para combater mosquito da dengue,rodrigo gurgel membro da sociedade brasileira de medicina tropical sbmt biólogo e professor da universidade de brasília unb explica que vinagre não é eficaz para controlar aedes aegypti não há evidências científicas que comprovem a eficácia desse método,https://g1.globo.com/fato-ou-fake/noticia/2025/02/13/e-fake-que-vinagre-de-alcool-e-recomendado-para-combater-mosquito-da-dengue.ghtml
12,É #FAKE post que usa vídeo de Paolla Oliveira para anunciar desconto de 50% em camarote no Carnaval 2025; trata-se de golpe,golpe usa site que imita o da ticketmaster para levar vítimas fazerem pix por falsos ingressos bem mais baratos que os valores reais,https://g1.globo.com/fato-ou-fake/noticia/2025/02/12/e-fake-post-que-usa-video-de-paolla-oliveira-para-anunciar-desconto-de-50percent-em-camarote-no-carnaval-2025-trata-se-de-golpe.ghtml
13,É #FAKE que piloto do helicóptero que colidiu com avião nos EUA era uma mulher trans,é fake que piloto do helicóptero que colidiu com avião nos eua era uma mulher trans,https://g1.globo.com/fato-ou-fake/video/e-fake-que-piloto-do-helicoptero-que-colidiu-com-aviao-nos-eua-era-uma-mulher-trans-13332403.ghtml
14,É #FAKE que Procon obteve decisão para obrigar operadoras de cartão de crédito a pagar cashback a clientes,operadoras de cartão e secretaria nacional do consumidor desmentem alegações feitas em vídeo e alertam para a possibilidade de golpe,https://g1.globo.com/fato-ou-fake/noticia/2025/02/11/e-fake-que-procon-obteve-decisao-para-obrigar-operadoras-de-cartao-de-credito-a-pagar-cashback-a-clientes.ghtml
15,É #FAKE post que diz mostrar família em avião de pequeno porte antes de acidente em Mato Grosso; aeronave do vídeo real não caiu,vídeo voltou a circular após recentes desastres brasil post mentiroso usou um vídeo real publicado em julho de mas aplicou uma legenda falsa que afirma família estava filmando antes da tragédia,https://g1.globo.com/fato-ou-fake/noticia/2025/02/10/e-fake-post-que-diz-mostrar-familia-em-aviao-de-pequeno-porte-antes-de-acidente-em-mato-grosso-aeronave-do-video-real-nao-caiu.ghtml
16,É #FAKE que vídeo de caminhão basculante descarregando cadáveres foi gravado na Venezuela,é fake que vídeo de caminhão basculante descarregando cadáveres foi gravado na venezuela,https://g1.globo.com/fato-ou-fake/video/e-fake-que-video-de-caminhao-basculante-descarregando-cadaveres-foi-gravado-na-venezuela-13323402.ghtml
17,É #FAKE que governo entregou administração de 14% do território brasileiro a uma empresa privada,conteúdos falsos dizem que governo concedeu essas terras por meio de acordo com companhia brasileira que atua no segmento de soluções ambientais,https://g1.globo.com/fato-ou-fake/noticia/2025/02/06/e-fake-que-governo-entregou-administracao-de-14percent-do-territorio-brasileiro-a-uma-empresa-privada.ghtml
18,É #FAKE que vídeo mostre Geraldo Alckmin e Alexandre Moraes sendo hostilizados em Brasília,legenda falsa tira imagens de contexto cenas foram gravadas em são paulo em na época alckmin era governador e moraes secretário da segurança pública,https://g1.globo.com/fato-ou-fake/noticia/2025/02/05/e-fake-que-video-mostre-geraldo-alckmin-e-alexandre-moraes-sendo-hostilizados-em-brasilia.ghtml
19,É #FAKE que piloto do helicóptero militar que colidiu com avião em Washington era uma mulher trans,publicações falsas surgiram nas redes sociais após o presidente donald trump ter sugerido que políticas de inclusão do setor aéreo eram as culpadas pelo acidente,https://g1.globo.com/fato-ou-fake/noticia/2025/02/05/e-fake-que-piloto-do-helicoptero-militar-que-colidiu-com-aviao-em-washington-era-uma-mulher-trans.ghtml
20,É #FAKE que o governo federal tenha programa de descontos no IPVA,é fake que o governo federal tenha programa de descontos no ipva,https://g1.globo.com/fato-ou-fake/video/e-fake-que-o-governo-federal-tenha-programa-de-descontos-no-ipva-13313779.ghtml
21,É #FAKE que Trump disse que se negaria a fazer negócios com Brasil enquanto Lula estiver no poder,vídeo viral de segundos mostra manipulação da fala do presidente americano com voz em português e falsa declaração atribuída a ele imagem original é de discurso proferido em de novembro de no qual não há qualquer menção a lula e ao brasil,https://g1.globo.com/fato-ou-fake/noticia/2025/02/04/e-fake-que-trump-disse-que-se-negaria-a-fazer-negocios-com-brasil-enquanto-lula-estiver-no-poder.ghtml
22,É #FAKE que vídeo de caminhão basculante descarregando cadáveres foi gravado na Venezuela,imagens são reais mas na verdade foram gravadas na colômbia em,https://g1.globo.com/fato-ou-fake/noticia/2025/02/03/e-fake-que-video-de-caminhao-basculante-descarregando-cadaveres-foi-gravado-na-venezuela.ghtml
23,É #FAKE que g1 publicou reportagens sobre concurso do Banco do Brasil perto do fim das inscrições; trata-se de golpe,o g nunca publicou conteúdos esses títulos banco do brasil afirma que não há previsão de novo concurso e informa que a edição mais recente teve provas em abril de,https://g1.globo.com/fato-ou-fake/noticia/2025/02/03/e-fake-que-g1-publicou-reportagens-sobre-concurso-do-banco-do-brasil-perto-do-fim-das-inscricoes-trata-se-de-golpe.ghtml
24,É #FAKE que Globo de Ouro foi comprado e que 'Ainda Estou Aqui' usou Lei Rouanet,é fake que globo de ouro foi comprado e que ainda estou aqui usou lei rouanet,https://g1.globo.com/fato-ou-fake/video/e-fake-que-globo-de-ouro-foi-comprado-e-que-ainda-estou-aqui-usou-lei-rouanet-13305219.ghtml
25,É #FAKE foto que mostra serviço de imigração dos EUA prendendo homem com a inscrição 'Latinos for Trump 2024' na camiseta,publicação é resultado de adulteração de imagem que verdade retratou operação ocorrida em de junho de quando o donald trump estava em seu primeiro mandato,https://g1.globo.com/fato-ou-fake/noticia/2025/01/31/e-fake-foto-que-mostra-servico-de-imigracao-dos-eua-prendendo-homem-com-a-inscricao-latinos-for-trump-2024-na-camiseta.ghtml
26,É #FAKE que o Itaú Unibanco processou Ronaldo por fala sobre criptomoedas na TV,instituição financeira afirma que conteúdo é mentiroso e costuma se repetir com variações envolvendo diferentes personalidades,https://g1.globo.com/fato-ou-fake/noticia/2025/01/30/e-fake-que-o-itau-unibanco-processou-ronaldo-por-fala-sobre-criptomoedas-na-tv.ghtml
27,É #FAKE que vídeo de alunos posando com merenda e devolvendo sem comer seja na Venezuela,é fake que vídeo de alunos posando com merenda e devolvendo sem comer seja na venezuela,https://g1.globo.com/fato-ou-fake/video/e-fake-que-video-de-alunos-posando-com-merenda-e-devolvendo-sem-comer-seja-na-venezuela-13297861.ghtml
28,É #FAKE que g1 publicou que Receita Federal faz leilão de smartphones e eletrodomésticos com lance fixo; trata-se de golpe,o g jamais veiculou reportagem com o mesmo título do material fraudulento receita alerta para sites que simulam leilões de mercadorias apreendidas páginas têm características diferentes do padrão oficial com produtos sem descrição completa e pagamento só via pix,https://g1.globo.com/fato-ou-fake/noticia/2025/01/29/e-fake-que-g1-publicou-que-receita-federal-faz-leilao-de-smartphones-e-eletrodomesticos-com-lance-fixo-trata-se-de-golpe.ghtml
29,É #FAKE que o governo brasileiro comprou o Globo de Ouro para Fernanda Torres,em vídeo que viralizou mulher afirma que dinheiro público foi usado para adquirir premiação de melhor atriz em filme de drama à estrela de ainda estou aqui organização do globo de ouro diz que isso é claramente falso,https://g1.globo.com/fato-ou-fake/noticia/2025/01/28/e-fake-que-o-governo-comprou-o-globo-de-ouro-para-fernanda-torres.ghtml
30,É #FAKE foto de Trump ao lado de cadeira com nome de Bolsonaro; imagem é de inteligência artificial,ferramenta de análise de imagens apontou que foto foi criada por ia publicações de redes sociais começaram a circular em de janeiro data em que alexandre de moraes negou pedido de bolsonaro para viajar aos eua e acompanhar a posse de trump,https://g1.globo.com/fato-ou-fake/noticia/2025/01/27/e-fake-foto-de-trump-ao-lado-de-cadeira-com-nome-de-bolsonaro-imagem-e-de-inteligencia-artificial.ghtml
31,É #FAKE vídeo que mostra Marcos Mion anunciando promoção do Outback,tratase de um golpe,https://g1.globo.com/fato-ou-fake/video/e-fake-video-que-mostra-marcos-mion-anunciando-promocao-do-outback-13291515.ghtml
32,É #FAKE vídeo de Haddad dizendo que vai aumentar impostos dos mais pobres,é fake vídeo de haddad dizendo que vai aumentar impostos dos mais pobres,https://g1.globo.com/fato-ou-fake/video/e-fake-video-de-haddad-dizendo-que-vai-aumentar-impostos-dos-mais-pobres-13286742.ghtml
33,É #FAKE que 'Ainda estou aqui' recebeu recursos da Lei Rouanet,mecanismo não contempla longasmetragens como é o caso do filme brasileiro indicado ao oscar e vale só para curtas e médiasmetragens produção original globoplay foi financiada com recursos próprios e em associação com empresas do brasil e da frança,https://g1.globo.com/fato-ou-fake/noticia/2025/01/24/e-fake-que-ainda-estou-aqui-recebeu-recursos-da-lei-rouanet.ghtml
34,É #FAKE que o governo federal tenha programa de descontos do IPVA para motoristas sem multas,citado nas redes sociais o programa bom condutor não inclui descontos sobre o ipva como benefícios tributo sobre veículos é uma competência exclusivamente estadual,https://g1.globo.com/fato-ou-fake/noticia/2025/01/24/e-fake-que-o-governo-federal-tenha-programa-de-descontos-do-ipva-para-motoristas-sem-multas.ghtml
35,É #FAKE que Instagram forçou usuários a seguirem contas de Trump e de seu vice,o que ocorreu na verdade foi uma mudança dos titulares das contas oficiais do presidente e do vicepresidente dos eua administradas pela casa branca por isso trump agora ficou no lugar de biden e jd vance substituiu kamala harris,https://g1.globo.com/fato-ou-fake/noticia/2025/01/23/e-fake-que-instagram-forcou-usuarios-a-seguirem-contas-de-trump-e-de-seu-vice.ghtml
36,É #FAKE página que imita g1 e anuncia leilão de produtos importados na Amazon,o g nunca teve uma reportagem com esse título nem esse conteúdo a empresa informou que não faz leilões de produtos para consumidores,https://g1.globo.com/fato-ou-fake/noticia/2025/01/23/e-fake-pagina-que-imita-g1-e-anuncia-leilao-de-produtos-importados-na-amazon.ghtml
37,É #FAKE que vídeo que mostra tentativa de invasão de imigrantes nos EUA foi feito após posse de Trump; imagens são de 2023,presidente voltou ao cargo em cerimônia de de janeiro de na época da gravação que mostra imigrantes tentando cruzar passagem pelo méxico quem comandava a casa branca era joe biden,https://g1.globo.com/fato-ou-fake/noticia/2025/01/22/e-fake-que-video-que-mostra-tentativa-de-invasao-de-imigrantes-nos-eua-foi-feito-apos-posse-de-trump-imagens-sao-de-2023.ghtml
38,É #FAKE vídeo de Haddad dizendo que vai aumentar impostos dos mais pobres,o ministério da fazenda diz que a publicação é mentirosa e busca gerar pânico na população agu pediu que o tiktok removesse o conteúdo da plataforma,https://g1.globo.com/fato-ou-fake/noticia/2025/01/21/e-fake-video-de-haddad-dizendo-que-vai-aumentar-impostos-dos-mais-pobres.ghtml
39,É #FAKE que Trump voltou a considerar proibição de voos do Brasil para os EUA; vídeo é de 2020,vídeo que circula nas redes sociais utiliza trechos de reportagem veiculada ainda no início da pandemia de covid,https://g1.globo.com/fato-ou-fake/noticia/2025/01/21/e-fake-que-trump-voltou-a-considerar-proibicao-de-voos-do-brasil-para-os-eua-video-e-de-2020.ghtml
40,Trump deu declarações falsas e enganosas durante discurso de posse como presidente dos Estados Unidos; veja lista,após ser empossado nesta segunda ele repetiu várias falas da campanha eleitoral elas incluíram alegações sobre imigração economia veículos elétricos e o canal do panamá,https://g1.globo.com/mundo/noticia/2025/01/20/trump-deu-declaracoes-falsas-e-em-enganosas-durante-discurso-de-posse-como-presidente-dos-estados-unidos-veja-lista.ghtml
41,É #FAKE página que imita g1 e fornece link para cadastro no programa Voa Brasil,páginas que imitam o g usam links falsos para cadastro no programa voa brasil e pedem que interessados preencham dados pessoais e paguem uma taxa de adesão associação brasileira de empresas aéreas abear nega a veracidade das publicações,https://g1.globo.com/fato-ou-fake/noticia/2025/01/20/e-fake-pagina-que-imita-g1-e-fornece-link-para-cadastro-no-programa-voa-brasil.ghtml
42,"É #FAKE que, a partir de janeiro de 2025, quem dirige carro automático precisa mudar carteira de motorista",secretaria nacional de trânsito explica que proposta ainda está em discussão no legislativo sem qualquer decisão que mude a lei câmara dos deputados explica que não há previsão de votação da proposta,https://g1.globo.com/fato-ou-fake/noticia/2025/01/17/e-fake-que-a-partir-de-janeiro-de-2025-quem-dirige-carro-automatico-precisa-mudar-carteira-de-motorista.ghtml
43,É #FAKE que bancos deverão limitar saques em espécie a partir do segundo semestre,página falsa imita a aparência do g que não publicou reportagem com esse título ou conteúdo febraban alerta que informação não é verdadeira e não há nenhuma perspectiva de limitação de saques em espécie banco central reforça que alegação é falsa,https://g1.globo.com/fato-ou-fake/noticia/2025/01/17/e-fake-que-bancos-deverao-limitar-saques-em-especie-a-partir-do-segundo-semestre.ghtml
44,É #FAKE que vídeo de alunos posando com merenda para foto e devolvendo sem comer seja na Venezuela,na verdade cenas que viralizaram são de escândalo de desvio de recursos ocorrido na colômbia em e,https://g1.globo.com/fato-ou-fake/noticia/2025/01/16/e-fake-que-video-de-alunos-posando-com-merenda-para-foto-e-devolvendo-sem-comer-seja-na-venezuela.ghtml
45,É #FAKE vídeo que mostra Marcos Mion anunciando promoção do Outback; trata-se de um golpe,vídeo tem áudio manipulado por inteligência artificial e faz parte de golpe de quadrilha do distrito federal a assessoria jurídica de mion confirma que voz foi alterada,https://g1.globo.com/fato-ou-fake/noticia/2025/01/16/e-fake-video-que-mostra-marcos-mion-anunciando-promocao-do-outback-trata-se-de-um-golpe.ghtml
46,"É #FAKE que o Drex, a moeda digital brasileira, vai acabar com o dinheiro físico e visa aumentar controle social",banco central afirma que são falsas alegações de vídeo que viralizou nas redes sociais trecho afirma ainda que o real digital só poderia ser usado por quem tiver selo woke o que também não procede segundo a instituição,https://g1.globo.com/fato-ou-fake/noticia/2025/01/16/e-fake-que-o-drex-a-moeda-digital-brasileira-vai-acabar-com-o-dinheiro-fisico-e-visa-aumentar-controle-social.ghtml
47,Dá para contrair HPV em aparelho da academia? Especialistas explicam,jovem diz que contraiu hpv na mão por equipamento na academia especialistas explicam que ela teve versão não genital do vírus que não é o mesmo que causa a infecção sexualmente transmissível e que não é possível contágio por superfícies,https://g1.globo.com/saude/noticia/2025/01/16/especialistas-explicam-hpv.ghtml
48,É #FAKE página que imita a globo.com e simula entrevista com Rubens Menin,publicação mentirosa é usada para divulgar empresa de criptomoeda assessoria do empresário alerta que são falsas as declarações atribuídas a ele e portal nunca publicou página com esse título e conteúdo,https://g1.globo.com/fato-ou-fake/noticia/2025/01/15/e-fake-pagina-que-imita-a-globocom-e-simula-entrevista-com-rubens-menin.ghtml
49,É #FAKE vídeo com imagens aéreas que mostram prédios pegando fogo em Los Angeles,vídeo é composto por imagens de inteligência artificial e trechos fora de contexto até de janeiro de não havia qualquer registro de prédios na cidade californiana atingidos pelas chamas,https://g1.globo.com/fato-ou-fake/noticia/2025/01/15/e-fake-video-aereo-que-mostra-predios-pegando-fogo-em-los-angeles.ghtml
50,É #FAKE que diretor do Hospital das Clínicas deu dicas de como evitar gripe e que Tamiflu é feito de erva-doce,mensagem falsa voltou a circular no whatsapp o hospital das clínicas de são paulo negou que a diretoria tenha feito as recomendações,https://g1.globo.com/fato-ou-fake/sao-paulo/noticia/2025/01/14/e-fake-que-diretor-do-hospital-das-clinicas-deu-dicas-de-como-evitar-gripe-e-que-tamiflu-e-feito-de-erva-doce.ghtml
51,É #FAKE vídeo que mostra ondas gigantes no Uruguai em post com alerta de tsunami,ferramenta apontou grandes chances de uso de inteligência artificial e órgão oficial do país vizinho informou ao g que não houve qualquer incidente do tipo,https://g1.globo.com/fato-ou-fake/sao-paulo/noticia/2025/01/13/e-fake-video-que-mostra-ondas-gigantes-no-uruguai-em-post-com-alerta-de-tsunami.ghtml
52,É #FAKE que incêndio na Califórnia atingiu o famoso letreiro de Hollywood,é fake que incêndio na califórnia atingiu o famoso letreiro de hollywood,https://g1.globo.com/fato-ou-fake/video/e-fake-que-incendio-na-california-atingiu-o-famoso-letreiro-de-hollywood-13252875.ghtml
53,É #FAKE que onça atacou cavalo em Campinas em janeiro de 2025,vídeo que circula nas redes sociais mostra uma onça em uma área rural seguido de um cavalo que teria sido atacado pelo animal,https://g1.globo.com/fato-ou-fake/campinas-e-regiao/noticia/2025/01/10/e-fake-que-onca-atacou-cavalo-em-campinas-em-janeiro-de-2025.ghtml
54,É #FAKE vídeo em que Haddad fala em cobrar impostos sobre pets e grávidas,áudio criado com uso de inteligência artificial imita a voz do ministro que já desmentiu as alegações ele disse que único ponto verdadeiro do conteúdo é a cobrança de taxa sobre cassinos virtuais,https://g1.globo.com/fato-ou-fake/noticia/2025/01/10/e-fake-video-em-que-haddad-fala-em-cobrar-impostos-sobre-pets-e-gravidas.ghtml
55,É #FAKE que a Receita Federal esteja cobrando imposto do PIX para quem recebe mais de R$ 5 mil; golpe envia boleto falso a vítimas,o secretário especial da receita federal robinson barreirinhas alerta que há muita desinformação sobre o assunto incluindo mensagens sobre um imposto sobre o pix isso é falso não é verdade afirmou ao g,https://g1.globo.com/fato-ou-fake/noticia/2025/01/10/e-fake-que-a-receita-federal-esteja-cobrando-imposto-do-pix-para-quem-recebe-mais-de-r-5-mil-golpe-envia-boleto-falso-a-vitimas.ghtml
56,É #FAKE que incêndio na Califórnia atingiu o famoso letreiro de Hollywood,organização que gerencia a atração turística afirma que até de janeiro local não havia sido afetado e que por razão de segurança parque foi fechado fotos de agências de notícias mostram letreiro intacto,https://g1.globo.com/fato-ou-fake/noticia/2025/01/09/e-fake-que-incendio-na-california-atingiu-o-famoso-letreiro-de-hollywood.ghtml
57,É #FAKE página que imita site do governo federal e promete saque de R$ 7 mil,governo alerta que tratase de um golpe e que não existe programa chamado indeniza brasil,https://g1.globo.com/fato-ou-fake/noticia/2025/01/08/e-fake-pagina-que-imita-site-do-governo-federal-e-promete-saque-de-r-7-mil.ghtml
58,É #FAKE que spray de alga trate ou previna disfunção erétil,médicos do departamento de andrologia reprodução e medicina sexual da sociedade brasileira de urologia sbu desmentem as alegações falsas e apontam a melhor conduta a ser adotada diante de publicações desse tipo,https://g1.globo.com/fato-ou-fake/noticia/2025/01/08/e-fake-que-spray-de-alga-trate-ou-previna-disfuncao-eretil.ghtml
59,"É #FAKE que g1 publicou que Fast Shop faz leilão de celular de mostruário a partir de R$ 133,22",o g jamais teve uma reportagem com esse título nem esse conteúdo loja alerta que não está fazendo esse tipo de venda de eletrônicos,https://g1.globo.com/fato-ou-fake/noticia/2025/01/07/e-fake-que-g1-publicou-que-fast-shop-faz-leilao-de-celular-de-mostruario-a-partir-de-r-13322.ghtml
60,É #FAKE que PF apontou fraude na Mega da Virada,pf diz que não há investigações em curso na polícia federal sobre uma suposta fraude no sorteio da mega da virada caixa esclarece que alegação não é verídica,https://g1.globo.com/fato-ou-fake/noticia/2025/01/06/e-fake-que-pf-apontou-fraude-na-mega-da-virada.ghtml
61,É #FAKE que g1 publicou página recomendando Prostzol e que produto  previna câncer de próstata,não existe medicamento autorizado na anvisa com o nome de prostzol sociedade brasileira de urologia afirma que a publicação é totalmente falsa e contém uma série de informações enganosas,https://g1.globo.com/fato-ou-fake/noticia/2025/01/03/e-fake-que-g1-publicou-pagina-recomendando-prostzol-e-que-produto-previna-cancer-de-prostata.ghtml
62,É #FAKE que pino em ave temperada seja dispositivo antifurto; trata-se de um termômetro,tratase na verdade de um termômetro que serve para indicar quando a carne atingiu a temperatura adequada vídeo com desinformação atingiu mais de mil visualizações no tiktok e no x,https://g1.globo.com/fato-ou-fake/noticia/2024/12/27/e-fake-que-pino-em-ave-temperada-seja-dispositivo-antifurto-trata-se-de-um-termometro.ghtml
63,É #FAKE que CNH terá mudanças na renovação a partir de janeiro,é completamente falsa a informação que movimenta as redes sociais alertando sobre mudanças para renovação da cnh a partir de janeiro não existe nenhuma exigência de exame prático ou teórico para motoristas renovarem a habilitação,https://g1.globo.com/fato-ou-fake/noticia/2024/12/27/e-fake-que-cnh-tera-mudancas-na-renovacao-a-partir-de-janeiro.ghtml
64,É #FAKE que futuro presidente do Banco Central disse que considera 'artificial' a alta do dólar,mensagens atribuídas a gabriel galípolo foram publicadas em um mesmo perfil do x o bc desmentiu as alegações advocaciageral da união pediu à polícia federal e à comissão de valores mobiliários que apurem a origem das mensagens falsas,https://g1.globo.com/fato-ou-fake/noticia/2024/12/19/e-fake-que-futuro-presidente-do-banco-central-disse-que-considera-artificial-a-alta-do-dolar.ghtml
65,É #FAKE imagem de suposto pedido de certidão de óbito de Lula,imagem falsa circula nas redes sociais como se fosse de um computador do hospital síriolibanês onde presidente está internado lula está em plena recuperação e lúcido segundo boletim médico,https://g1.globo.com/fato-ou-fake/sao-paulo/noticia/2024/12/12/e-fake-imagem-de-suposto-pedido-de-certidao-de-obito-de-lula.ghtml
66,É #FAKE vídeo em que homem cita bactéria e recomenda produto para diabetes,médicos da sociedade brasileira de diabetes sbd e da sociedade brasileira de endocrinologia e metabologia sbem desmentem alegações e afirmam que produto insupril não tem eficácia contra a doença,https://g1.globo.com/fato-ou-fake/noticia/2024/12/12/e-fake-video-em-que-homem-cita-bacteria-e-recomenda-produto-para-diabetes.ghtml
67,É #FAKE imagem que simula página do g1 para pedir doações a criança com Linfoma de Burkitt,é fake imagem que simula página do g para pedir doações a criança com linfoma de burkitt,https://g1.globo.com/fato-ou-fake/video/e-fake-imagem-que-simula-pagina-do-g1-para-pedir-doacoes-a-crianca-com-linfoma-de-burkitt-13178890.ghtml
68,É #FAKE foto que mostra Lula com a cabeça enfaixada,imagem foi criada com uso de inteligência artificial lula está internado no hospital síriolibanês em são paulo onde se recupera de cirurgia na cabeça assessoria do presidente afirma que a foto é falsa e que nenhuma imagem foi feita do presidente no hospital,https://g1.globo.com/fato-ou-fake/noticia/2024/12/11/e-fake-foto-que-mostra-lula-com-a-cabeca-enfaixada.ghtml
69,É #FAKE imagem que simula página do g1 para pedir doações a criança com Linfoma de Burkitt,imagem falsa é usada em página que pede doações para criança supostamente com linfoma de burkitt,https://g1.globo.com/fato-ou-fake/noticia/2024/12/03/e-fake-imagem-que-simula-pagina-do-g1-para-pedir-doacoes-a-crianca-com-linfoma-de-burkitt.ghtml
70,É #FAKE imagem que simula página do g1 para pedir doações a criança com Linfoma de Burkitt,imagem falsa é usada em página que pede doações para criança supostamente com linfoma de burkitt,https://g1.globo.com/fato-ou-fake/noticia/2024/12/03/e-fake-imagem-que-simula-pagina-do-g1-para-pedir-doacoes-a-crianca-com-linfoma-de-burkitt.ghtml
71,"É #FAKE página que imita aparência g1 e cita leilão dos Correios com Iphone e outros itens com lances a partir de R$ 87,17",o g não publicou uma página com esse título e conteúdo a publicação é uma montagem fraudulenta,https://g1.globo.com/fato-ou-fake/noticia/2024/11/29/e-fake-pagina-que-imita-aparencia-g1-e-cita-leilao-dos-correios-com-iphone-e-outros-itens-com-lances-a-partir-de-r-8717.ghtml
72,É #FAKE página que imita aparência do g1 e menciona voos da Latam na Black Friday,o g não publicou página com esse título e conteúdo a publicação é uma montagem fraudulenta latam alerta que links mencionados na mensagem falsa não correspondem ao site da empresa,https://g1.globo.com/fato-ou-fake/noticia/2024/11/28/e-fake-pagina-que-imita-aparencia-do-g1-e-menciona-voos-da-latam-na-black-friday.ghtml
73,É #FAKE que governo federal estuda criar imposto para donos de pets,ministério da fazenda diz que mensagem é falsa desinformação ocorre após senado aprovar projeto que cria cadastro nacional de animais de estimação —o texto não inclui nenhum tipo de tributo,https://g1.globo.com/fato-ou-fake/noticia/2024/11/28/e-fake-que-governo-federal-estuda-criar-imposto-para-donos-de-pets.ghtml
74,É #FAKE que Miriam Leitão assaltou banco e que foi anistiada,publicação mentirosa recicla mensagem falsa já checada em presidente da comissão de anistia explica que miriam não foi anistiada e nem pediu anistia,https://g1.globo.com/fato-ou-fake/noticia/2024/11/27/e-fake-que-miriam-leitao-assaltou-banco-e-que-foi-anistiada.ghtml
75,É #FAKE que candidata à presidência da OAB-ES teve candidatura cassada; montagem imita aparência do g1,g não publicou reportagem sobre o tema a eleição geral da oabes é realizada nesta sextafeira para advogados capixabas,https://g1.globo.com/fato-ou-fake/espirito-santo/noticia/2024/11/22/e-fake-que-candidata-a-presidencia-da-oab-es-teve-candidatura-cassada-montagem-imita-aparencia-do-g1.ghtml
